Box Number,Sample Type,Species,Reagent,SampleID,Date Stockage,Notes,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB126,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB127,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB128,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB129,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB130,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB131,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB132,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB133,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB134,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB135,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB136,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB137,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB138,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB139,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB122,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB123,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB124,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB125,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB126,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB127,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB128,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB129,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB130,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB131,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB132,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB133,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB134,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB135,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB136,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB137,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB138,3/2/18,,,,,,,,
PR-PEL-A-1,Blood Pellet B,Pteropus rufus,raw,AMB139,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB122,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB123,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB124,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB125,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB126,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB127,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB128,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB129,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB130,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB131,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB132,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB133,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB134,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB135,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB136,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB137,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB138,3/2/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB139,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB122,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB123,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB124,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB125,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB126,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB127,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB128,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB129,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB130,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB131,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB132,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB133,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB134,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB135,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB136,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB137,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB138,3/2/18,,,,,,,,
PR-SER-A-1,Serum B,Pteropus rufus,raw,AMB139,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB122,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB123,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB124,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB125,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB126,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB127,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB128,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB129,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB130,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB131,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB132,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB133,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB134,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB135,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB136,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB137,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB138,3/2/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB139,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB122,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB123,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB124,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB125,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB126,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB127,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB128,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB129,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB130,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB131,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB132,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB133,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB134,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB135,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB136,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB137,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB138,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB139,3/2/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB140,4/25/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB141,4/25/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB142,4/25/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB143,4/25/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB144,4/25/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB145,4/25/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB146,4/25/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB147,4/25/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMB148,4/25/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMB140,4/25/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMB141,4/25/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMB142,4/25/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMB143,4/25/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMB144,4/25/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMB145,4/25/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMB146,4/25/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMB147,4/25/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMB148,4/25/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB140,4/25/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB141,4/25/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB142,4/25/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB143,4/25/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB144,4/25/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB145,4/25/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB146,4/25/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB147,4/25/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMB148,4/25/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMB140,4/25/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMB141,4/25/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMB142,4/25/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMB143,4/25/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMB144,4/25/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMB145,4/25/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMB146,4/25/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMB147,4/25/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMB148,4/25/18,,,,,,,,
PR-UR-1,Urine,Pteropus rufus,UTM,AMB141,4/25/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB140,4/25/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB141,4/25/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB142,4/25/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB143,4/25/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB144,4/25/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB145,4/25/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB146,4/25/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB147,4/25/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMB148,4/25/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMB140,4/25/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMB141,4/25/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMB142,4/25/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMB143,4/25/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMB144,4/25/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMB145,4/25/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMB146,4/25/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMB147,4/25/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMB148,4/25/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB140,4/25/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB141,4/25/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB142,4/25/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB143,4/25/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB144,4/25/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB145,4/25/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB146,4/25/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB147,4/25/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMB148,4/25/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,AMB140,4/25/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,AMB141,4/25/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,AMB142,4/25/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,AMB143,4/25/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,AMB144,4/25/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,AMB145,4/25/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,AMB146,4/25/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,AMB147,4/25/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,AMB148,4/25/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMBK149,8/10/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMBK150,8/10/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMBK151,8/10/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMBK152,8/10/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMBK153,8/10/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMBK154,8/10/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,AMBK155,8/10/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMBK149,8/10/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMBK150,8/10/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMBK151,8/10/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMBK152,8/10/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMBK153,8/10/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMBK154,8/10/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,AMBK155,8/10/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMBK149,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMBK150,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMBK151,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMBK152,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMBK153,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMBK154,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,AMBK155,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMAK001,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMBK149,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMBK150,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMBK152,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMBK153,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMBK154,8/10/18,Not yet heat-treated,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,AMBK155,8/10/18,Not yet heat-treated,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMBK149,8/10/18,"Christian did not take two aliquots here, so the Pellet B is empty",,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMBK150,8/10/18,"Christian did not take two aliquots here, so the Pellet B is empty",,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMBK151,8/10/18,"Christian did not take two aliquots here, so the Pellet B is empty",,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMBK152,8/10/18,"Christian did not take two aliquots here, so the Pellet B is empty",,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMBK153,8/10/18,"Christian did not take two aliquots here, so the Pellet B is empty",,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMBK154,8/10/18,"Christian did not take two aliquots here, so the Pellet B is empty",,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,AMBK155,8/10/18,"Christian did not take two aliquots here, so the Pellet B is empty",,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMBK149,8/10/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMBK150,8/10/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMBK151,8/10/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMBK152,8/10/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMBK153,8/10/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMBK154,8/10/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,AMBK155,8/10/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMBK149,8/10/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMBK150,8/10/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMBK151,8/10/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMBK152,8/10/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMBK153,8/10/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMBK154,8/10/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,AMBK155,8/10/18,,,,,,,,
PR-INT-AL-1,Intestines,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-AL-1,Liver,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-AL-1,Gonads,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-AL-1,Kidney,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-RNL-1,Liver,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-RNL-1,Kidney,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-RNL-1,Brain,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-RNL-1,Spleen,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-PLN-1,Liver,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-PLN-1,Kidney,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-PLN-1,Brain,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-TS-PLN-1,Spleen,Pteropus rufus,raw (aluminum),MNG002,9/28/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,MNG001,9/28/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH,MNG002,9/28/18,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,EtOH, MNG003,9/28/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,MNG001,9/28/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,MNG002,9/28/18,,,,,,,,
PR-RNA-BLD-1,Whole Blood,Pteropus rufus,RNA-protect,MNG003,9/28/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,MNG001,9/28/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,MNG002,9/28/18,,,,,,,,
PR-SER-A-1,Serum A,Pteropus rufus,raw,MNG003,9/28/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,MNG001,9/28/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,MNG002,9/28/18,,,,,,,,
PR-SER-B-1,Serum B,Pteropus rufus,raw,MNG003,9/28/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,MNG001,9/28/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,MNG002,9/28/18,,,,,,,,
PR-PEL-A-1,Blood Pellet A,Pteropus rufus,raw,MNG003,9/28/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,MNG001,9/28/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,MNG002,9/28/18,,,,,,,,
PR-PEL-B-1,Blood Pellet B,Pteropus rufus,raw,MNG003,9/28/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,MNG001,9/28/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,MNG002,9/28/18,,,,,,,,
PR-FEC-1,Feces,Pteropus rufus,UTM,MNG003,9/28/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,MNG001,9/28/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,MNG002,9/28/18,,,,,,,,
PR-THR-1,Throat,Pteropus rufus,UTM,MNG003,9/28/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,AMB156,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,AMB157,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,MLB001,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,MLB002,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,MLB003,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,MLB004,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,MLB005,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,MLB006,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,MLB007,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,MLB008,12/25/18,,,,,,,,
PR-FEC-3,Feces,Pteropus rufus,UTM,MLB009,12/25/18,,,,,,,,
PR-THR-2,Throat,Pteropus rufus,UTM,AMB156,12/25/18,,,,,,,,
PR-THR-2,Throat,Pteropus rufus,UTM,AMB157,12/25/18,,,,,,,,
PR-THR-2,Throat,Pteropus rufus,UTM,MLB001,12/25/18,,,,,,,,
PR-THR-2,Throat,Pteropus rufus,UTM,MLB002,12/25/18,,,,,,,,
PR-THR-2,Throat,Pteropus rufus,UTM,MLB003,12/25/18,,,,,,,,
PR-THR-2,Throat,Pteropus rufus,UTM,MLB004,12/25/18,,,,,,,,
PR-THR-2,Throat,Pteropus rufus,UTM,MLB005,12/25/18,,,,,,,,
