Date,FS,NumG,Time,GPS,Activity,Support,NumS_D,DistS_D,Can_H,Can_C1,Obs,Can_C2
11/26/18,Varecia_variegata,2,9:20,103,DEF,Rotramena,2,0.5,9,30,Rotramena,NA
11/26/18,Varecia_variegata,2,13:05,102,DEF,Ambora,NA,NA,NA,58,Rotramena,49
11/26/18,Varecia_variegata,2,16:15,110,DEF,NA,NA,NA,12,71,NA,68
11/26/18,Varecia_variegata,2,17:25,114,P,Ramy,NA,NA,NA,NA,NA,NA
11/27/18,Varecia_variegata,2,10:15,102,DEF,Kijy,NA,3,16,56,Rotramena,49
11/27/18,Varecia_variegata,2,13:30,102,DEF,Kijy,NA,2,20,58,Rotramena,62
11/27/18,Varecia_variegata,2,14:45,110,DEF,Kijy,NA,3,12,44,Rotramena,52
11/27/18,Varecia_variegata,2,17:30,108,DEF,Ramy,NA,4,NA,45,Rotramena,48
11/28/18,Varecia_variegata,2,9:30,109,DEF,Rotramena,3,3,12,29,Rotramena,35
11/28/18,Varecia_variegata,2,10:30,108,DEF,Ramy,5,2,19,45,Rotramena,50
11/28/18,Varecia_variegata,2,10:37,108,P,Ramy,NA,NA,NA,NA,NA,NA
11/28/18,Varecia_variegata,2,12:05,85,DEF,Ramy,2,1,17,71,NA,80
11/28/18,Varecia_variegata,2,12:32,118,P,Hazompoza,NA,NA,NA,NA,NA,NA
11/28/18,Varecia_variegata,2,16:20,102,DEF,Kijy,4,2,19,62,Rotramena,58
11/29/18,Varecia_variegata,2,9:15,103,DEF,Rotramena,2,3,16,42,Rotramena,55
11/29/18,Varecia_variegata,2,9:47,85,DEF,Ramy,1,2,15,17,Rotramena,80
11/29/18,Varecia_variegata,2,11:33,85,P,Ramy,NA,NA,NA,NA,NA,NA
11/29/18,Varecia_variegata,2,13:25,108,DEF,Ramy,3,4,15,47,Rotramena,50
11/29/18,Varecia_variegata,2,17:12,108,DEF,Ramy,3,3,16,47,Ramy,50
11/30/18,Varecia_variegata,2,9:16,125,DEF,Kijy,3,2,11,25,NA,35
11/30/18,Varecia_variegata,2,11:15,126,DEF,Ramy,2,2,16,85,NA,72
11/30/18,Varecia_variegata,2,13:18,128,DEF,Vivaona,1,1,19,91,NA,99
12/1/18,Varecia_variegata,2,13:18,76,DEF,Tafanala,1,1,22,78,NA,85
12/1/18,Varecia_variegata,2,15:32,58,DEF,Ramy,2,3,17,50,NA,71
12/1/18,Varecia_variegata,2,16:32,108,DEF,Ramy,1,2,17,52,NA,47
12/1/18,Varecia_variegata,2,17:45,110,DEF,Kijy,3,2,12,70,Kijy,65
12/3/18,Varecia_variegata,2,9:47,138,P,Longotra,NA,NA,NA,NA,NA,NA
12/3/18,Varecia_variegata,2,11:55,141,DEF,Tafanala,5,1,13,50,Dintimena,40
12/3/18,Varecia_variegata,2,11:57,141,DEF,Tafanala,7,0.5,13,50,Dintimena,40
12/3/18,Varecia_variegata,2,12:04,142,DEF,Rotramena,2,0.8,12,5,Rotramena,12
12/3/18,Varecia_variegata,2,13:30,142,DEF,Rotramena,9,0.9,13,61,Rotramena,40
12/3/18,Varecia_variegata,2,14:09,143,P,Tavolo_menalaingo,NA,NA,NA,NA,NA,NA
12/4/18,Varecia_variegata,2,13:22,144,DEF,Menavahatra,8,4,19,25,Rotramena,NA
12/4/18,Varecia_variegata,2,13:55,142,DEF,Rotramena,10,5,14,40,Rotramena,NA
12/4/18,Varecia_variegata,2,14:45,145,DEF,Rotramena,4,3,17,60,Rotramena,NA
12/5/18,Varecia_variegata,2,12:24,147,DEF,Rotramena,7,3,18,30,Rotramena,NA
12/5/18,Varecia_variegata,2,12:53,148,DEF,Rotramena,7,4,19,40,Rotramena,NA
12/5/18,Varecia_variegata,2,15:48,138,DEF,Longotra,4,8,19,60,Rotramena,NA
12/5/18,Varecia_variegata,2,17:23,142,DEF,Rotramena,6,3,14,30,Rotramena,NA
1/9/19,Varecia_variegata,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/10/19,Varecia_variegata,3,9:47,1220,DEF,Longotra,1,1,18,85,NA,NA
1/10/19,Varecia_variegata,3,10:37,1221,DEF,Kijy,2,1,17,62,Kijy,NA
1/11/19,Varecia_variegata,3,9:23,1225,DEF,Tsiamanimanimpiso,2,1,17,57,NA,NA
1/11/19,Varecia_variegata,3,10:34,1225,DEF,Rotramena,1,0,19,67,Rotramena,NA
1/11/19,Varecia_variegata,3,12:07,1226,DEF,Kijy,2,1,16,71,Kijy,NA
1/11/19,Varecia_variegata,3,14:00,1227,DEF,Ramy,1,0,17,87,NA,NA
1/12/19,Varecia_variegata,3,9:40,1229,DEF,Kijy,1,0,18,49,Rotramena,NA
1/12/19,Varecia_variegata,3,10:15,1231,DEF,Ramy,2,3,16,53,Robary,NA
1/12/19,Varecia_variegata,3,12:38,1232,DEF,Longotra,6,2,18,50,Rotramena,NA
1/12/19,Varecia_variegata,3,13:10,1232,DEF,Longotra,7,3,18,50,Rotramena,NA
1/12/19,Varecia_variegata,3,16:53,1230,DEF,Robary,3,1,17,30,Rotramena,NA
1/12/19,Varecia_variegata,3,17:53,1231,DEF,Ambavy,2,1,18,60,NA,NA
1/15/19,Varecia_variegata,3,12:24,NA,DEF,Ramy,3,3,22,60,NA,NA
1/15/19,Varecia_variegata,3,12:52,NA,DEF,Afopotsy,2,2,15,50,NA,NA
1/15/19,Varecia_variegata,3,14:39,NA,DEF,Robary,4,3,16,30,Robary,NA
1/15/19,Varecia_variegata,3,16:11,NA,DEF,Kijy,5,3,18,30,Robary,NA
1/15/19,Varecia_variegata,3,16:55,NA,DEF,Karambito,4,4,15,50,Robary,NA
1/16/19,Varecia_variegata,3,9:39,1235,DEF,Vahy,NA,NA,NA,NA,NA,NA
1/16/19,Varecia_variegata,3,9:49,1235,DEF,Merana,10,6,17,40,Tavolo,NA
1/16/19,Varecia_variegata,3,10:00,1236,DEF,Voambalandina,4,2,14,40,Tavolo,NA
1/16/19,Varecia_variegata,3,10:13,1237,DEF,Rotra,4,2,14,40,Tavolo,NA
1/16/19,Varecia_variegata,3,10:52,1241,DEF,Vahy,4,2,16,30,Fandramanana,NA
1/16/19,Varecia_variegata,3,13:23,1243,DEF,Ramy,3,3,19,70,Fandramanana,NA
1/16/19,Varecia_variegata,3,14:27,1243,DEF,Ramy,5,3,20,70,Fandramanana,NA
1/16/19,Varecia_variegata,3,17:40,1231,DEF,Ramy,5,3,19,80,NA,NA
1/17/19,Varecia_variegata,3,10:36,1244,DEF,Longotra,3,5,20,60,NA,NA
1/17/19,Varecia_variegata,3,16:36,1235,DEF,Vahy,12,4,19,40,Tavolo,NA
1/18/19,Varecia_variegata,3,11:12,NA,DEF,Hazoambo,NA,NA,NA,NA,NA,NA
1/18/19,Varecia_variegata,3,13:25,1232,DEF,Longotra,4,3,17,60,Tavolo,NA
1/18/19,Varecia_variegata,3,14:22,1235,DEF,Longotra,5,4,19,60,Tavolo,NA
1/18/19,Varecia_variegata,3,16:37,NA,DEF,Longotra,2,2,14,30,Longotra,NA
1/19/19,Varecia_variegata,3,11:58,NA,DEF,Faraloatra,5,3,18,25,Tavolo,NA
1/19/19,Varecia_variegata,3,14:11,NA,DEF,Karambito,5,2,13,40,NA,NA
1/19/19,Varecia_variegata,3,14:49,NA,DEF,Vahy,7,4,17,40,Vahy,NA
1/19/19,Varecia_variegata,3,16:27,NA,DEF,Fanamo,6,3,12,50,NA,NA
1/19/19,Varecia_variegata,3,17:11,NA,DEF,Tavolo,3,2,17,30,Tavolo,NA
1/21/19,Varecia_variegata,3,15:00,NA,DEF,Tafanala,1,0,19,82,Rotramena,NA
1/21/19,Varecia_variegata,3,16:27,NA,DEF,Tavolo,2,1,16,47,Tavolo,NA
1/21/19,Varecia_variegata,3,17:15,NA,DEF,Longotra,1,0,19,90,Tavolo,NA
1/22/19,Varecia_variegata,3,13:08,NA,DEF,Ramy,2,2,17,63,Afotra_malama,NA
1/22/19,Varecia_variegata,3,14:11,NA,DEF,Afotra_malama,1,0,16,41,Afotra_malama,NA
1/23/19,Varecia_variegata,3,11:27,1248,DEF,Voapaka,2,1,16,45,Rotramena,NA
1/23/19,Varecia_variegata,3,12:32,1248,DEF,Varongy,5,3,18,57,Tavolo,NA
1/23/19,Varecia_variegata,3,16:22,1250,DEF,Longotra,2,2,19,70,Tavolo,NA
1/23/19,Varecia_variegata,3,17:20,1251,DEF,Ambavy,1,0,17,64,Tavolo,NA
1/24/19,Varecia_variegata,3,11:34,1235,DEF,Tavolo,1,0,15,35,Tavolo,NA
1/24/19,Varecia_variegata,3,12:47,1253,DEF,Kininina,2,3,19,52,Tavolo,NA
1/24/19,Varecia_variegata,3,13:40,1254,DEF,Rotramena,1,0,17,65,Rotramena,NA
1/24/19,Varecia_variegata,3,15:45,1254,DEF,Rotramena,3,4,16,65,Rotramena,NA
1/24/19,Varecia_variegata,3,16:33,1255,DEF,Hazompoza,2,3,16,48,Afotra_malama,NA
1/25/19,Varecia_variegata,3,13:35,1256,DEF,Kijy_rano,2,3,18,57,Kijy_rano,NA
1/25/19,Varecia_variegata,3,15:11,1257,DEF,Robary,1,0,16,51,Tavolo,NA
1/25/19,Varecia_variegata,3,16:51,1259,DEF,Etatra,3,3,15,41,NA,NA
1/26/19,Varecia_variegata,3,14:17,1260,DEF,Ramy,3,4,17,67,NA,NA
1/26/19,Varecia_variegata,3,15:34,1261,DEF,Longotra,2,2,16,55,Longotra,NA
1/26/19,Varecia_variegata,3,16:08,1262,DEF,Longotra,NA,NA,NA,NA,NA,NA
1/26/19,Varecia_variegata,3,18:09,1257,DEF,Robary,1,0,16,49,Robary,NA
1/28/19,Varecia_variegata,3,15:53,1260,DEF,Ramy,3,2,17,60,NA,NA
1/29/19,Varecia_variegata,3,13:10,1255,DEF,Ampana,4,2,17,50,Tavolo,NA
1/29/19,Varecia_variegata,3,14:37,NA,DEF,Tavolo,6,2,15,60,Tavolo,NA
1/30/19,Varecia_variegata,3,13:12,1257,DEF,Robary,4,2,18,40,Tavolo,NA
1/30/19,Varecia_variegata,3,15:18,1255,DEF,Ampana,3,3,17,60,NA,NA
1/31/19,Varecia_variegata,3,10:20,1255,DEF,Ampana,NA,NA,NA,NA,NA,NA
1/31/19,Varecia_variegata,3,11:34,1235,DEF,Vahy,3,2,18,45,NA,NA
1/31/19,Varecia_variegata,3,15:23,NA,DEF,Voamboana,7,3,16,70,NA,NA
1/31/19,Varecia_variegata,3,15:36,NA,DEF,Voamboana,3,3,16,70,NA,NA
2/1/19,Varecia_variegata,3,9:08,1255,DEF,Hazompoza,5,3,16,NA,Tavolo,NA
2/1/19,Varecia_variegata,3,10:38,NA,DEF,Ramy,3,5,19,NA,NA,NA
2/1/19,Varecia_variegata,3,11:36,NA,DEF,Varongy,5,4,26,NA,NA,NA
2/2/19,Varecia_variegata,3,9:30,164,DEF,NA,15,5,20,60,NA,NA
2/2/19,Varecia_variegata,3,9:38,164,DEF,NA,13,5,21,60,NA,NA
2/2/19,Varecia_variegata,3,10:40,164,DEF,NA,18,7,22,60,NA,NA
2/2/19,Varecia_variegata,3,13:57,164,DEF,Varongy,14,7,18,70,NA,NA
2/2/19,Varecia_variegata,3,14:49,164,DEF,Oditrovy,22,8,22,60,Oditrovy,NA
2/2/19,Varecia_variegata,3,14:57,164,DEF,Oditrovy,17,7,21,60,Oditrovy,NA
2/2/19,Varecia_variegata,3,15:51,164,DEF,Oditrovy,18,NA,21,60,Oditrovy,NA
2/6/19,Varecia_variegata,3,15:41,169,DEF,Rotra,4,2,19,80,NA,NA
2/6/19,Varecia_variegata,3,15:45,168,DEF,Rotra,NA,4,20,70,NA,NA
2/7/19,Varecia_variegata,3,14:33,174,DEF,Kijy_rano,NA,NA,NA,NA,NA,NA
2/9/19,Varecia_variegata,3,7:40,177,DEF,Varongy,14,5,17,50,Tavolo,NA
2/9/19,Varecia_variegata,3,7:51,179,DEF,Varongy,3,2,21,40,Nanto,NA
2/9/19,Varecia_variegata,3,7:56,176,DEF,Tavolo,3,1,10,30,Nanto,NA
2/9/19,Varecia_variegata,3,12:18,180,DEF,Tavolo,7,2,15,60,NA,NA
2/9/19,Varecia_variegata,3,12:20,180,DEF,Tavolo,3,2,15,60,NA,NA
2/9/19,Varecia_variegata,3,15:09,181,DEF,Rotramena,4,2,17,40,Rotramena,NA
2/9/19,Varecia_variegata,3,15:34,181,DEF,Rotramena,6,2,18,40,Rotramena,NA
2/11/19,Varecia_variegata,3,17:00,185,DEF,Varongy,NA,2,15,30,Vahy,NA
2/11/19,Varecia_variegata,3,17:10,185,DEF,Rotramena,NA,NA,15,30,Vahy,NA
2/12/19,Varecia_variegata,3,14:06,184,DEF,Rotramena,7,3,18,30,Rotramena,NA
2/12/19,Varecia_variegata,3,14:38,184,DEF,Nanto,7,4,19,35,Rotramena,NA
2/12/19,Varecia_variegata,3,16:09,189,DEF,Tafanala,4,4,19,60,Rotramena,NA
